epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
28,101.357,0.92345,0.73667,0.99333,0.71733,0.000432267,0.000432267,0.000432267
29,105.013,0.90162,0.85667,0.99667,0.42494,0.000428795,0.000428795,0.000428795
30,108.562,0.93236,0.72,0.99667,0.76206,0.000425324,0.000425324,0.000425324
31,112.102,0.92445,0.82667,0.99,0.51145,0.000421852,0.000421852,0.000421852
32,115.688,0.87668,0.81,0.99667,0.50305,0.00041838,0.00041838,0.00041838
33,119.203,0.85402,0.78333,0.99333,0.52043,0.000414909,0.000414909,0.000414909
34,122.705,0.85079,0.85667,0.99667,0.42543,0.000411437,0.000411437,0.000411437
35,126.167,0.84074,0.78333,0.99667,0.64406,0.000407966,0.000407966,0.000407966
36,129.718,0.79037,0.88,1,0.37466,0.000404494,0.000404494,0.000404494
37,133.34,0.75868,0.83333,0.99667,0.40919,0.000401022,0.000401022,0.000401022
38,136.912,0.77596,0.84,0.99667,0.45659,0.000397551,0.000397551,0.000397551
39,140.468,0.79867,0.82333,0.99333,0.55764,0.000394079,0.000394079,0.000394079
40,143.987,0.74322,0.85333,1,0.39734,0.000390608,0.000390608,0.000390608
41,147.527,0.77008,0.89333,0.99333,0.3254,0.000387136,0.000387136,0.000387136
42,151.134,0.68924,0.82667,1,0.43478,0.000383664,0.000383664,0.000383664
43,154.629,0.67482,0.86,1,0.35239,0.000380193,0.000380193,0.000380193
44,158.11,0.67142,0.86,1,0.37528,0.000376721,0.000376721,0.000376721
45,161.689,0.69533,0.88,1,0.32092,0.00037325,0.00037325,0.00037325
46,165.225,0.67266,0.89667,0.99667,0.30898,0.000369778,0.000369778,0.000369778
47,168.846,0.68451,0.85667,1,0.40576,0.000366306,0.000366306,0.000366306
48,172.318,0.63598,0.91667,1,0.26199,0.000362835,0.000362835,0.000362835
49,176.092,0.63285,0.89,1,0.26984,0.000359363,0.000359363,0.000359363
50,179.61,0.61615,0.88333,0.99667,0.33386,0.000355892,0.000355892,0.000355892
51,183.116,0.60295,0.86333,0.99667,0.39824,0.00035242,0.00035242,0.00035242
52,186.542,0.61601,0.87333,0.99667,0.36884,0.000348948,0.000348948,0.000348948
53,190.021,0.6207,0.91333,1,0.29348,0.000345477,0.000345477,0.000345477
54,193.618,0.61286,0.89667,1,0.27904,0.000342005,0.000342005,0.000342005
55,197.171,0.53095,0.89333,1,0.30029,0.000338534,0.000338534,0.000338534
56,200.598,0.64341,0.88,1,0.31259,0.000335062,0.000335062,0.000335062
57,204.078,0.55457,0.9,0.99667,0.26514,0.00033159,0.00033159,0.00033159
58,207.595,0.55799,0.93,1,0.21244,0.000328119,0.000328119,0.000328119
59,211.182,0.56714,0.91333,1,0.26603,0.000324647,0.000324647,0.000324647
60,214.639,0.54328,0.93333,1,0.24999,0.000321176,0.000321176,0.000321176
61,218.178,0.52126,0.91667,1,0.24995,0.000317704,0.000317704,0.000317704
62,221.767,0.54518,0.91,1,0.25739,0.000314232,0.000314232,0.000314232
63,225.424,0.52548,0.92,1,0.23106,0.000310761,0.000310761,0.000310761
64,228.897,0.53542,0.91333,0.99667,0.28366,0.000307289,0.000307289,0.000307289
65,232.425,0.49628,0.88333,1,0.29529,0.000303818,0.000303818,0.000303818
66,236.024,0.53757,0.91333,1,0.2216,0.000300346,0.000300346,0.000300346
67,239.79,0.5052,0.92333,1,0.19019,0.000296874,0.000296874,0.000296874
68,243.331,0.46392,0.95333,1,0.19451,0.000293403,0.000293403,0.000293403
69,246.917,0.488,0.94667,1,0.16629,0.000289931,0.000289931,0.000289931
70,250.42,0.50454,0.90333,1,0.21343,0.00028646,0.00028646,0.00028646
71,253.969,0.4411,0.94667,1,0.17942,0.000282988,0.000282988,0.000282988
72,257.499,0.45735,0.92667,1,0.17759,0.000279516,0.000279516,0.000279516
73,261.014,0.43066,0.93,1,0.19121,0.000276045,0.000276045,0.000276045
74,264.449,0.44525,0.94333,1,0.1688,0.000272573,0.000272573,0.000272573
75,268.004,0.43811,0.93333,1,0.18973,0.000269102,0.000269102,0.000269102
76,271.561,0.43666,0.92333,1,0.20574,0.00026563,0.00026563,0.00026563
77,275.204,0.41876,0.94333,0.99667,0.17336,0.000262158,0.000262158,0.000262158
78,278.721,0.39281,0.93667,1,0.15085,0.000258687,0.000258687,0.000258687
79,282.329,0.37423,0.95333,0.99667,0.16942,0.000255215,0.000255215,0.000255215
80,285.829,0.40098,0.94,1,0.17699,0.000251744,0.000251744,0.000251744
81,289.423,0.394,0.94667,1,0.18327,0.000248272,0.000248272,0.000248272
82,293.015,0.36432,0.91667,1,0.27778,0.0002448,0.0002448,0.0002448
83,296.658,0.44856,0.95,1,0.14001,0.000241329,0.000241329,0.000241329
84,300.253,0.4,0.95,1,0.15163,0.000237857,0.000237857,0.000237857
85,303.897,0.37127,0.95333,1,0.12841,0.000234386,0.000234386,0.000234386
86,307.546,0.34225,0.94,1,0.18052,0.000230914,0.000230914,0.000230914
87,311.099,0.367,0.94,1,0.16861,0.000227442,0.000227442,0.000227442
88,314.639,0.37553,0.93333,1,0.21101,0.000223971,0.000223971,0.000223971
89,318.11,0.36051,0.94333,1,0.18642,0.000220499,0.000220499,0.000220499
90,321.814,0.37813,0.94667,1,0.19031,0.000217028,0.000217028,0.000217028
91,325.723,0.36592,0.94667,1,0.14362,0.000213556,0.000213556,0.000213556
92,329.299,0.34982,0.93667,1,0.172,0.000210084,0.000210084,0.000210084
93,332.745,0.34915,0.94667,1,0.153,0.000206613,0.000206613,0.000206613
94,336.337,0.34577,0.94,1,0.16382,0.000203141,0.000203141,0.000203141
95,339.887,0.326,0.93,1,0.18827,0.00019967,0.00019967,0.00019967
96,343.377,0.34927,0.93333,1,0.21055,0.000196198,0.000196198,0.000196198
97,346.921,0.34135,0.95333,1,0.13095,0.000192726,0.000192726,0.000192726
98,350.498,0.31347,0.93333,1,0.18386,0.000189255,0.000189255,0.000189255
99,354.115,0.28472,0.95333,1,0.11844,0.000185783,0.000185783,0.000185783
100,357.703,0.30059,0.95,1,0.15361,0.000182312,0.000182312,0.000182312
101,361.241,0.30048,0.95333,1,0.1577,0.00017884,0.00017884,0.00017884
102,364.832,0.32731,0.95333,1,0.14041,0.000175368,0.000175368,0.000175368
103,368.518,0.32716,0.93333,1,0.16114,0.000171897,0.000171897,0.000171897
104,372.043,0.2968,0.96,1,0.14163,0.000168425,0.000168425,0.000168425
105,375.549,0.29517,0.94,1,0.15299,0.000164954,0.000164954,0.000164954
106,379.083,0.276,0.93667,1,0.15877,0.000161482,0.000161482,0.000161482
107,382.743,0.27988,0.95667,1,0.12199,0.00015801,0.00015801,0.00015801
108,386.375,0.29781,0.96,1,0.15057,0.000154539,0.000154539,0.000154539
109,389.837,0.26273,0.94333,1,0.1453,0.000151067,0.000151067,0.000151067
110,393.291,0.27719,0.96,1,0.11802,0.000147596,0.000147596,0.000147596
111,396.843,0.25472,0.96333,1,0.14855,0.000144124,0.000144124,0.000144124
112,400.388,0.26909,0.96667,1,0.10547,0.000140652,0.000140652,0.000140652
113,403.912,0.25342,0.94,1,0.14503,0.000137181,0.000137181,0.000137181
114,407.377,0.28231,0.94333,1,0.14798,0.000133709,0.000133709,0.000133709
115,411.011,0.22321,0.96667,1,0.08208,0.000130238,0.000130238,0.000130238
116,414.704,0.24664,0.96,1,0.12491,0.000126766,0.000126766,0.000126766
117,418.321,0.22702,0.96,1,0.13273,0.000123294,0.000123294,0.000123294
118,421.807,0.23187,0.96333,1,0.13185,0.000119823,0.000119823,0.000119823
119,425.33,0.27341,0.96667,1,0.12874,0.000116351,0.000116351,0.000116351
120,428.801,0.22785,0.96667,1,0.11897,0.00011288,0.00011288,0.00011288
121,432.412,0.23717,0.96,1,0.09714,0.000109408,0.000109408,0.000109408
122,435.961,0.27301,0.96,1,0.14532,0.000105936,0.000105936,0.000105936
123,439.492,0.24447,0.95667,1,0.10639,0.000102465,0.000102465,0.000102465
124,442.967,0.22553,0.96,1,0.11959,9.89932e-05,9.89932e-05,9.89932e-05
125,446.474,0.25547,0.95333,1,0.11524,9.55216e-05,9.55216e-05,9.55216e-05
126,450.137,0.23171,0.97,1,0.10654,9.205e-05,9.205e-05,9.205e-05
127,453.684,0.20028,0.96333,1,0.11658,8.85784e-05,8.85784e-05,8.85784e-05
128,457.218,0.24415,0.96333,1,0.10687,8.51068e-05,8.51068e-05,8.51068e-05
129,460.707,0.20808,0.96,1,0.14941,8.16352e-05,8.16352e-05,8.16352e-05
130,464.243,0.23843,0.97,1,0.09448,7.81636e-05,7.81636e-05,7.81636e-05
131,467.886,0.23326,0.97,1,0.08183,7.4692e-05,7.4692e-05,7.4692e-05
132,471.424,0.20929,0.96333,1,0.09439,7.12204e-05,7.12204e-05,7.12204e-05
133,474.87,0.20883,0.95333,1,0.09755,6.77488e-05,6.77488e-05,6.77488e-05
134,478.509,0.17017,0.96,1,0.09503,6.42772e-05,6.42772e-05,6.42772e-05
135,482.088,0.19801,0.95667,1,0.09225,6.08056e-05,6.08056e-05,6.08056e-05
136,485.625,0.19548,0.95667,1,0.10562,5.7334e-05,5.7334e-05,5.7334e-05
137,489.103,0.19974,0.95,1,0.12228,5.38624e-05,5.38624e-05,5.38624e-05
138,492.615,0.22963,0.95333,1,0.11199,5.03908e-05,5.03908e-05,5.03908e-05
139,496.174,0.21375,0.94333,1,0.14014,4.69192e-05,4.69192e-05,4.69192e-05
140,499.815,0.15363,0.95333,1,0.10349,4.34476e-05,4.34476e-05,4.34476e-05
141,531.209,0.19396,0.95,1,0.1254,3.9976e-05,3.9976e-05,3.9976e-05
142,534.678,0.21605,0.95,1,0.10143,3.65044e-05,3.65044e-05,3.65044e-05
143,538.392,0.20566,0.96333,1,0.10638,3.30328e-05,3.30328e-05,3.30328e-05
144,542.022,0.19525,0.96333,1,0.09662,2.95612e-05,2.95612e-05,2.95612e-05
145,545.689,0.19186,0.97333,1,0.12733,2.60896e-05,2.60896e-05,2.60896e-05
146,549.232,0.17599,0.95333,1,0.10429,2.2618e-05,2.2618e-05,2.2618e-05
147,552.791,0.17956,0.95667,1,0.12098,1.91464e-05,1.91464e-05,1.91464e-05
148,556.296,0.21323,0.96333,1,0.11033,1.56748e-05,1.56748e-05,1.56748e-05
149,559.84,0.17803,0.96333,1,0.10399,1.22032e-05,1.22032e-05,1.22032e-05
150,563.377,0.15596,0.96,1,0.10323,8.7316e-06,8.7316e-06,8.7316e-06
