epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.73547,2.72237,0.06667,0.38,2.71211,0.000172996,0.000172996,0.000172996
2,11.5112,2.72196,0.14,0.47667,2.6123,0.00034603,0.00034603,0.00034603
3,15.3112,2.59101,0.19667,0.63333,2.41289,0.00051675,0.00051675,0.00051675
4,19.2572,2.31461,0.32333,0.79333,2.1,0.000515585,0.000515585,0.000515585
5,23.2195,2.14874,0.33667,0.79,1.9623,0.000512114,0.000512114,0.000512114
